🔮港澳台直播,#genre#
SKY SPORTS NEWS HD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186623&ext=ts
SKY SPORTS NEWS FHD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186624&ext=ts
SKY SPORTS BOX OFFICE HD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186625&ext=ts
SKY SPORTS BOX OFFICE FHD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186626&ext=ts
TNT SPORT 2 FHD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186628&ext=ts
TNT SPORT 3 FHD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186629&ext=ts
TNT SPORT 4 FHD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186630&ext=ts
TNT SPORT 5 HD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186631&ext=ts
TNT SPORT 6 HD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186632&ext=ts
TNT SPORT 9 HD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186635&ext=ts
EUROSPORT 1 FHD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186637&ext=ts
EUROSPORT 2 FHD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186638&ext=ts
PREMIER SPORT 1 FHD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186639&ext=ts
Premier Sport 2 FHD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186640&ext=ts
RACING TV HD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186642&ext=ts
UK: SKY SPORTS RACING FHD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=186643&ext=ts
SKY SPORTS BOX OFFICE FHD,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=201548&ext=ts
IN: STAR SPORTS 1 (4K).,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=98864&ext=ts
IN: STAR SPORTS 2 (4K).,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=98865&ext=ts
IN: STAR SPORTS 1 HINDI (4K).,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=98866&ext=ts
IN: STAR SPORTS SELECT 1 (4K).,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=98867&ext=ts
IN: START SPORTS SELECT 2 (4K).,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=98868&ext=ts
IN: TEN 1 (4K).,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=98861&ext=ts
IN: TEN 2 (4K).,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=98862&ext=ts
IN: TEN 3 (4K).,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=98863&ext=ts
IN: SONY TEN 5 (4K).,https://amaira.pages.dev/xtreamscript/amaira/play?tk=CwgvWGBSFxFOeldbdUxnQHQdJVUnFXldahAgGSABJwMSFRxTXVh6QGQOdFZ6GWFRcUZyTXFUeBVqVxcUAgACBQ&id=98870&ext=ts






🏀NBA直播,#genre#
有比赛直播才能看,http://23.237.104.106:8080/USA_NBA/tracks-v1a1/mono.m3u8
NBA 01,http://czstream.com:826/LouCarey/KYsHfE1YLU/119713
NBA 02,http://czstream.com:826/LouCarey/KYsHfE1YLU/119714
NBA 03,http://czstream.com:826/LouCarey/KYsHfE1YLU/119715
NBA 04,http://czstream.com:826/LouCarey/KYsHfE1YLU/119716
NBA 05,http://czstream.com:826/LouCarey/KYsHfE1YLU/119717
NBA 06,http://czstream.com:826/LouCarey/KYsHfE1YLU/119718
NBA 07,http://czstream.com:826/LouCarey/KYsHfE1YLU/119719
NBA 08,http://czstream.com:826/LouCarey/KYsHfE1YLU/119720
NBA 09,http://czstream.com:826/LouCarey/KYsHfE1YLU/119721
NBA 10,http://czstream.com:826/LouCarey/KYsHfE1YLU/119722
NBA 11,http://czstream.com:826/LouCarey/KYsHfE1YLU/119723
NBA 12,http://czstream.com:826/LouCarey/KYsHfE1YLU/119724
NBA 13,http://czstream.com:826/LouCarey/KYsHfE1YLU/119725
NBA 14,http://czstream.com:826/LouCarey/KYsHfE1YLU/119726
NBA 15,http://czstream.com:826/LouCarey/KYsHfE1YLU/119727
NBA 16,http://czstream.com:826/LouCarey/KYsHfE1YLU/119728
NBA 17,http://czstream.com:826/LouCarey/KYsHfE1YLU/119729
NBA 18,http://czstream.com:826/LouCarey/KYsHfE1YLU/119730
NBA 19,http://czstream.com:826/LouCarey/KYsHfE1YLU/119731
NBA 20,http://czstream.com:826/LouCarey/KYsHfE1YLU/119732
NBA 21,http://czstream.com:826/LouCarey/KYsHfE1YLU/119733
NBA 22,http://czstream.com:826/LouCarey/KYsHfE1YLU/119734
NBA 23,http://czstream.com:826/LouCarey/KYsHfE1YLU/119735
NBA 24,http://czstream.com:826/LouCarey/KYsHfE1YLU/119736
NBA 25,http://czstream.com:826/LouCarey/KYsHfE1YLU/119737
NBA 26,http://czstream.com:826/LouCarey/KYsHfE1YLU/119738
NBA 27,http://czstream.com:826/LouCarey/KYsHfE1YLU/119739
NBA 28,http://czstream.com:826/LouCarey/KYsHfE1YLU/119740
NBA 29,http://czstream.com:826/LouCarey/KYsHfE1YLU/119741
NBA 30,http://czstream.com:826/LouCarey/KYsHfE1YLU/119742
亚特兰大老鹰,http://czstream.com:826/LouCarey/KYsHfE1YLU/102109
波士顿凯尔特人,http://czstream.com:826/LouCarey/KYsHfE1YLU/102110
布鲁克林篮网,http://czstream.com:826/LouCarey/KYsHfE1YLU/102111
夏洛特黄蜂,http://czstream.com:826/LouCarey/KYsHfE1YLU/102112
芝加哥公牛,http://czstream.com:826/LouCarey/KYsHfE1YLU/102113
克利夫兰骑士,http://czstream.com:826/LouCarey/KYsHfE1YLU/102114
达拉斯独行侠,http://czstream.com:826/LouCarey/KYsHfE1YLU/102115
丹佛掘金,http://czstream.com:826/LouCarey/KYsHfE1YLU/102116
底特律活塞,http://czstream.com:826/LouCarey/KYsHfE1YLU/102117
金州勇士,http://czstream.com:826/LouCarey/KYsHfE1YLU/102118
休斯顿火箭,http://czstream.com:826/LouCarey/KYsHfE1YLU/102119
印第安纳步行者,http://czstream.com:826/LouCarey/KYsHfE1YLU/102120
洛杉矶快船,http://czstream.com:826/LouCarey/KYsHfE1YLU/102121
洛杉矶湖人,http://czstream.com:826/LouCarey/KYsHfE1YLU/102122
孟菲斯灰熊,http://czstream.com:826/LouCarey/KYsHfE1YLU/102123
迈阿密热火,http://czstream.com:826/LouCarey/KYsHfE1YLU/102124
密尔沃基雄鹿,http://czstream.com:826/LouCarey/KYsHfE1YLU/102125
明尼苏达森林狼,http://czstream.com:826/LouCarey/KYsHfE1YLU/102106
新奥尔良鹈鹕,http://czstream.com:826/LouCarey/KYsHfE1YLU/102107
纽约尼克斯,http://czstream.com:826/LouCarey/KYsHfE1YLU/102126
俄克拉荷马城雷霆,http://czstream.com:826/LouCarey/KYsHfE1YLU/102108
奥兰多魔术,http://czstream.com:826/LouCarey/KYsHfE1YLU/102127
费城76人,http://czstream.com:826/LouCarey/KYsHfE1YLU/102128
菲尼克斯太阳,http://czstream.com:826/LouCarey/KYsHfE1YLU/102129
波特兰开拓者,http://czstream.com:826/LouCarey/KYsHfE1YLU/102130
萨克拉门托国王,http://czstream.com:826/LouCarey/KYsHfE1YLU/102131
圣安东尼奥马刺,http://czstream.com:826/LouCarey/KYsHfE1YLU/102132
多伦多猛龙,http://czstream.com:826/LouCarey/KYsHfE1YLU/102133
犹他爵士,http://czstream.com:826/LouCarey/KYsHfE1YLU/102134
华盛顿奇才,http://czstream.com:826/LouCarey/KYsHfE1YLU/102135
